"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","LogLotSqFt","LogSalePrice","ScaledLogPrice"
"45",1432701230,"20140729T000000",309000,3,1,1280,9656,1,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,9.17533476277737,12.6410965558799,-0.772227674400586
"46",8035350320,"20140718T000000",488000,3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,9.51804563563343,13.0980706848353,0.0954153119445509
"47",8945200830,"20150325T000000",210490,3,1,990,8528,1,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,9.05111014640562,12.2571934250379,-1.50113296204216
"48",4178300310,"20140716T000000",785000,4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,9.50420330350305,13.5734389967645,0.997982778332577
"49",9215400105,"20150428T000000",450000,3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,8.69332898912311,13.0170028617465,-0.0585057169811657
"50",822039084,"20150311T000000",1350000,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,11.0822194689963,14.1156151504146,2.02739627741487
"51",5245600105,"20140916T000000",228000,3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,9.12685006147716,12.3371009079366,-1.34941503601421
"52",7231300125,"20150217T000000",345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,9.11975899374495,12.7512996960135,-0.562988298358199
"53",7518505990,"20141231T000000",6e+05,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,8.31385226739821,13.3046849341983,0.487707551219802
"54",3626039271,"20150205T000000",585000,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,9.05368656193081,13.279367126214,0.439637393337087
"55",4217401195,"20150303T000000",920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,8.69951474821019,13.7321289490252,1.29928260114127
"56",9822700295,"20140512T000000",885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,8.51719319141624,13.6933429239901,1.22564074603913
"57",9478500640,"20140819T000000",292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,8.41072094690572,12.586219945654,-0.876420237961414
"58",2799800710,"20150407T000000",301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,8.46589989702869,12.614865543731,-0.822031705468441
"59",7922800400,"20140827T000000",951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,9.57094757444252,13.7652693415275,1.36220526414865
"60",8079040320,"20150223T000000",430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,9.20793748735987,12.9715404876697,-0.144823754504352
"61",1516000055,"20141210T000000",650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,9.96340604274737,13.3847276418718,0.639682224446425
"62",9558200045,"20140828T000000",289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,9.03598698483141,12.5741819670946,-0.899276384524418
"63",5072410070,"20141021T000000",505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,9.06992821825944,13.1323137082575,0.16043150700017
"64",9528102996,"20141207T000000",549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,6.95081476844258,13.2158537204917,0.319046406841116
"65",1189001180,"20140603T000000",425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,8.69951474821019,12.9598444479066,-0.167030672195174
"66",3253500160,"20141120T000000",317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,8.2451219664786,12.6686267206225,-0.719956981513814
"67",3394100030,"20140909T000000",975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,9.31009520511317,13.79019274998,1.40952658754396
"68",3717000160,"20141009T000000",287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,8.44419229853175,12.5672374947418,-0.912461644584015
"69",1274500060,"20140825T000000",204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,9.39847831409158,12.2258752728264,-1.56059579240795
"70",1802000060,"20140612T000000",1325000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,9.91135651091482,14.0969230174025,1.99190608862695
"71",1525059190,"20140912T000000",1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,10.8216565194221,13.8547312711176,1.53206392973903
"72",1049000060,"20150105T000000",325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,8.63266244122235,12.6915804613119,-0.676375406852079
"73",8820901275,"20140610T000000",571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,8.96277604612029,13.2551444886381,0.393646602454668
"74",5416510140,"20140710T000000",360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,8.51719319141624,12.7938593104323,-0.482181642987069
"75",3444100400,"20150316T000000",349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,10.8303027078665,12.7628272011846,-0.541101372210768
"76",3276920270,"20141105T000000",832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,10.4660133878876,13.6321885008367,1.10952868854857
"77",4036801170,"20141013T000000",380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,8.89562962713648,12.8479265317026,-0.379525841807339
"78",2391600320,"20150420T000000",480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,8.52912176228151,13.0815413828841,0.0640316252139017
"79",6300000287,"20140609T000000",410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,8.52912176228151,12.9239124386805,-0.235253693619926
"80",1531000030,"20150323T000000",720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,10.5886781633796,13.4870064909922,0.833875988311434
"81",5104520400,"20141202T000000",390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,8.53699581871242,12.8739020181058,-0.330206969760446
"82",7437100340,"20141222T000000",360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,8.68084148294457,12.7938593104323,-0.482181642987069
"83",9418400240,"20141028T000000",355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,8.81284343351719,12.7798730684576,-0.508736898494528
"84",1523059105,"20150128T000000",356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,9.0724566646128,12.7826860098342,-0.503396051602388
"85",1133000671,"20140602T000000",315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,8.799963219507,12.6603279178078,-0.735713667945255
"86",4232902595,"20141114T000000",940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,8.1886891244442,13.7536351542462,1.3401157838983
"87",2599001200,"20141103T000000",305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,9.03598698483141,12.6280670555895,-0.796966393348049
"88",3342103156,"20140618T000000",461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,8.7448067374019,13.0411533219788,-0.0126519670425285
"89",1332700270,"20140519T000000",215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,7.62070508683826,12.2783933071098,-1.46088138580286
"90",3869900162,"20140904T000000",335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,6.97166860472579,12.7218858108072,-0.618835554435343
"91",2791500270,"20140522T000000",243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,8.9096406024431,12.4028722215048,-1.224537028039
"92",5036300431,"20150311T000000",1099880,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,8.75668242126653,13.9107116409087,1.63835216827299
"93",4168000060,"20150226T000000",153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,9.25913053614561,11.9381932003746,-2.10680906060892
"94",6021501535,"20140725T000000",430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,8.51719319141624,12.9715404876697,-0.144823754504352
"95",6021501535,"20141223T000000",7e+05,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,8.51719319141624,13.4588356140255,0.780388794462588
"96",1483300570,"20140908T000000",905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,9.23503298456655,13.7156902226821,1.26807088758389
"97",3422049190,"20150330T000000",247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,9.66020506738103,12.4191658609909,-1.19360078651813
"98",1099611230,"20140912T000000",199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,8.76405326934776,12.2010601037066,-1.60771160504906
"99",722079104,"20140711T000000",314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,10.6406516185128,12.6571482648904,-0.741750778971831
"100",7338200240,"20140516T000000",437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,10.5145294831772,12.9888319847798,-0.111992910830016
"101",1952200240,"20140611T000000",850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,9.49107335533976,13.6539676226175,1.15088004974049
"102",5200100125,"20141027T000000",555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,8.15421269491423,13.2267233927286,0.339684325451035
"103",7214720075,"20141212T000000",699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,11.5861108688315,13.458764182903,0.780253170346083
"104",2450000295,"20141007T000000",1088000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,9.00122299239506,13.899851706398,1.61773273839003
"105",6197800045,"20140924T000000",290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,10.4317306083392,12.5776362019627,-0.892717933035412
"106",1328310370,"20150402T000000",375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,9.21084024701783,12.8346813049525,-0.404674154072798
"107",546000875,"20140523T000000",460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,8.29529885950246,13.0389817684653,-0.0167750301572315
"108",3530510041,"20140723T000000",188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,7.82124208352356,12.1468532858702,-1.71063245401566
"109",1853000400,"20150305T000000",680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,10.2412803454104,13.4298480771523,0.725351033097429
"110",3134100116,"20140827T000000",470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,9.42076335888101,13.0604879736862,0.0240581525997947
"111",9545230140,"20140725T000000",597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,9.17201525765451,13.3009278853206,0.480574155910192
"112",3362400511,"20150304T000000",570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,8.1101268019411,13.2533916398107,0.390318521290194
"113",2525310310,"20140916T000000",272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,9.44145209293957,12.5153938930854,-1.01089552631557
"114",6126500060,"20141124T000000",329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,8.69433468816865,12.7066964068116,-0.647675217358277
"115",8961960160,"20141028T000000",480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,9.69097479357794,13.0815413828841,0.0640316252139017
"116",3626039325,"20141121T000000",740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,8.75621009188674,13.51508091269,0.887180045452332
"117",3362400431,"20140626T000000",518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,7.00488198971286,13.1586953066517,0.210521451627111
"118",4060000240,"20140623T000000",205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,8.82173238093444,12.2328362827994,-1.54737913286797
"119",3454800060,"20150108T000000",171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,9.16951837745593,12.0540862885323,-1.88676635198605
"120",1695900060,"20150511T000000",535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,8.00034949532468,13.1900220258781,0.270000547925499
"121",7278700070,"20150102T000000",660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,8.77554943448619,13.3999951140026,0.66867011298134
"122",6675500070,"20141119T000000",391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,9.11954000764969,12.877740794413,-0.322918401047215
"123",3626039187,"20150406T000000",395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,8.69951474821019,12.8866410438833,-0.306019766003588
"124",3524049083,"20141104T000000",445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,8.38935981990635,13.0058295611484,-0.0797201255964848
"125",3275860240,"20140618T000000",770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,9.2305350792617,13.5541457938299,0.961351356224123
"126",4389200955,"20150302T000000",1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,9.78633556772527,14.1870741143968,2.1630732555675
"127",4058801670,"20140717T000000",445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,9.01201137703641,13.0058295611484,-0.0797201255964848
"128",8732020310,"20140717T000000",260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,9.08375621986673,12.4684369099977,-1.10005133285798
"129",2331300505,"20140613T000000",822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,8.50916101971897,13.6201037616217,1.08658375894011
"130",7853210060,"20150406T000000",430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,8.36869318309779,12.9715404876697,-0.144823754504352
"131",3668000070,"20150105T000000",212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,8.97144846369383,12.2643415536542,-1.48756102598186
"132",9545240070,"20150428T000000",660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,9.16983082863797,13.4007524029445,0.670107954638998
"133",1243100136,"20140612T000000",784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,11.6179879362172,13.5721642993325,0.995562548791102
"134",8929000270,"20140512T000000",453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,7.73499619402278,13.0241903034265,-0.0448591383933436
"135",2767602356,"20150126T000000",675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,7.73105314400713,13.4224679698547,0.711338646116367
"136",921049315,"20140813T000000",199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,9.76365060734833,12.2010601037066,-1.60771160504906
"137",3655000070,"20140805T000000",220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,8.96699411334445,12.3013828253345,-1.4172318814147
"138",4027700812,"20140529T000000",452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,9.21054035197885,13.0214374588144,-0.0500858813725388
"139",3992700335,"20140707T000000",382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,8.39840965542627,12.8544839322487,-0.367075503304509
"140",2767603505,"20140507T000000",519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,7.13009851012558,13.1614879320884,0.215823725257231
"141",4232901525,"20140627T000000",665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,8.07090608878782,13.407542319638,0.682999764532979
"142",1777500060,"20140708T000000",527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,9.14580185083861,13.1762832193938,0.243915090715531
"143",1432900240,"20150508T000000",205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,9.05707263557296,12.2307652581205,-1.55131132491843
"144",6140100875,"20150415T000000",420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,8.99924890168611,12.9480099902596,-0.189500399744284
"145",6071600370,"20150227T000000",5e+05,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,9.04981944514108,13.1223633774043,0.141539114128169
"146",1526069017,"20141203T000000",921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,12.66151451511,13.733758056092,1.3023757375596
